Index,Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,YearsAtCompany
1348,36,Travel_Frequently,Human Resources,2,Human Resources,Male,Human Resources,4,Single,3886,No,10,10
1349,40,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manager,1,Divorced,16823,No,22,19
1350,26,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,Married,2933,Yes,1,1
1351,27,Travel_Rarely,Sales,2,Medical,Female,Sales Executive,3,Single,6500,No,9,8
1352,48,Travel_Frequently,Research & Development,22,Medical,Female,Manager,4,Divorced,17174,No,24,22
1353,44,Travel_Rarely,Research & Development,1,Life Sciences,Male,Healthcare Representative,1,Married,5033,No,10,2
1354,34,Non-Travel,Research & Development,16,Technical Degree,Male,Research Scientist,1,Married,2307,Yes,5,5
1355,56,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,4,Single,2587,No,5,4
1356,36,Travel_Rarely,Sales,17,Marketing,Male,Sales Executive,2,Married,5507,No,12,4
1357,41,Travel_Rarely,Sales,8,Marketing,Female,Sales Executive,2,Married,4393,No,14,5
1358,42,Travel_Rarely,Research & Development,6,Medical,Male,Research Director,1,Married,13348,No,18,13
1359,31,Travel_Rarely,Sales,10,Medical,Female,Sales Executive,4,Divorced,6583,Yes,8,5
1360,34,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,4,Married,8103,Yes,9,4
1361,31,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,3,Divorced,3978,No,4,2
1362,26,Travel_Frequently,Research & Development,6,Other,Male,Laboratory Technician,4,Married,2544,No,8,7
1363,45,Travel_Frequently,Research & Development,1,Medical,Male,Healthcare Representative,3,Single,5399,No,12,4
1364,33,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,Single,5487,No,10,10
1365,28,Travel_Frequently,Sales,1,Life Sciences,Male,Sales Executive,4,Married,6834,Yes,7,7
1366,29,Travel_Frequently,Sales,24,Technical Degree,Male,Sales Representative,1,Single,1091,No,1,1
1367,39,Non-Travel,Sales,21,Life Sciences,Female,Sales Executive,3,Married,5736,No,10,3
1368,27,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,2,Married,2226,No,6,5
1369,34,Travel_Frequently,Research & Development,22,Other,Male,Research Scientist,4,Married,5747,Yes,16,15
1370,28,Travel_Rarely,Sales,13,Marketing,Female,Sales Executive,3,Single,9854,Yes,6,2
1371,47,Non-Travel,Research & Development,14,Technical Degree,Male,Research Scientist,2,Married,5467,No,16,8
1372,56,Travel_Rarely,Sales,11,Marketing,Female,Sales Executive,1,Married,5380,No,6,0
1373,39,Travel_Rarely,Research & Development,9,Medical,Male,Manufacturing Director,1,Married,5151,No,10,10
1374,38,Travel_Frequently,Research & Development,8,Medical,Female,Research Scientist,2,Divorced,2133,Yes,20,20
1375,58,Travel_Rarely,Sales,21,Life Sciences,Female,Manager,4,Married,17875,Yes,29,1
1376,32,Travel_Frequently,Research & Development,5,Life Sciences,Female,Research Scientist,3,Single,2432,Yes,8,4
1377,38,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,4,Divorced,4771,No,10,5
1378,49,Travel_Frequently,Research & Development,2,Life Sciences,Male,Research Director,4,Married,19161,No,28,5
1379,42,Travel_Rarely,Sales,12,Marketing,Male,Sales Executive,4,Divorced,5087,Yes,14,0
1380,27,Travel_Frequently,Human Resources,22,Human Resources,Female,Human Resources,2,Married,2863,No,1,1
1381,35,Travel_Rarely,Sales,18,Medical,Male,Sales Executive,1,Married,5561,No,6,5
1382,28,Non-Travel,Research & Development,16,Medical,Male,Research Scientist,3,Single,2144,No,5,5
1383,31,Non-Travel,Research & Development,3,Medical,Male,Research Scientist,1,Divorced,3065,Yes,4,4
1384,36,Non-Travel,Research & Development,9,Life Sciences,Male,Laboratory Technician,2,Married,2810,No,5,5
1385,34,Travel_Rarely,Sales,1,Marketing,Male,Sales Executive,4,Single,9888,No,14,14
1386,34,Travel_Rarely,Sales,13,Medical,Male,Sales Executive,3,Divorced,8628,No,9,8
1387,26,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,1,Single,2867,No,8,7
1388,29,Travel_Rarely,Research & Development,1,Life Sciences,Male,Healthcare Representative,1,Married,5373,No,6,5
1389,32,Non-Travel,Research & Development,15,Medical,Female,Healthcare Representative,4,Divorced,6667,No,9,5
1390,31,Travel_Frequently,Research & Development,1,Life Sciences,Male,Research Scientist,1,Married,5003,No,10,10
1391,28,Travel_Rarely,Research & Development,17,Technical Degree,Male,Laboratory Technician,4,Divorced,2367,No,6,4
1392,38,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Representative,1,Single,2858,No,20,1
1393,35,Travel_Rarely,Sales,7,Life Sciences,Female,Sales Executive,4,Married,5204,Yes,10,10
1394,27,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,4,Single,4105,No,7,7
1395,32,Travel_Rarely,Research & Development,5,Life Sciences,Male,Manufacturing Director,4,Single,9679,No,8,1
1396,31,Travel_Frequently,Sales,26,Marketing,Male,Sales Executive,4,Married,5617,Yes,10,10
1397,53,Travel_Rarely,Sales,24,Life Sciences,Male,Sales Executive,1,Single,10448,Yes,15,2
1398,54,Travel_Rarely,Research & Development,9,Life Sciences,Female,Research Scientist,3,Married,2897,No,9,4
1399,33,Travel_Frequently,Research & Development,7,Life Sciences,Male,Healthcare Representative,3,Divorced,5968,No,9,9
1400,43,Travel_Rarely,Research & Development,11,Life Sciences,Male,Healthcare Representative,3,Married,7510,No,10,10
1401,38,Travel_Frequently,Human Resources,1,Other,Male,Human Resources,2,Married,2991,Yes,7,6
1402,55,Travel_Rarely,Human Resources,26,Human Resources,Male,Manager,2,Married,19636,Yes,35,10
1403,31,Travel_Rarely,Research & Development,2,Medical,Female,Laboratory Technician,4,Divorced,1129,Yes,1,1
1404,39,Travel_Rarely,Sales,15,Marketing,Male,Sales Executive,1,Single,13341,No,21,20
1405,42,Non-Travel,Research & Development,23,Life Sciences,Male,Research Scientist,3,Single,4332,No,20,20
1406,31,Non-Travel,Research & Development,10,Medical,Female,Research Director,3,Married,11031,No,13,11
1407,54,Travel_Rarely,Research & Development,10,Medical,Female,Manufacturing Director,1,Single,4440,Yes,9,5
1408,24,Travel_Rarely,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,Single,4617,No,4,4
1409,23,Travel_Rarely,Research & Development,12,Other,Male,Laboratory Technician,4,Single,2647,No,5,5
1410,40,Travel_Frequently,Research & Development,11,Technical Degree,Female,Laboratory Technician,3,Married,6323,No,10,10
1411,40,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,2,Married,5677,No,15,11
1412,25,Travel_Rarely,Human Resources,2,Human Resources,Female,Human Resources,2,Married,2187,No,6,2
1413,30,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,2,Married,3748,No,12,12
1414,25,Travel_Rarely,Research & Development,2,Other,Male,Laboratory Technician,3,Divorced,3977,Yes,7,2
1415,47,Travel_Rarely,Research & Development,25,Medical,Male,Healthcare Representative,3,Single,8633,No,25,17
1416,33,Non-Travel,Research & Development,1,Medical,Male,Laboratory Technician,3,Divorced,2008,No,1,1
1417,38,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,2,Married,4440,No,16,15
1418,31,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Representative,3,Married,3067,No,3,2
1419,38,Travel_Frequently,Research & Development,6,Life Sciences,Male,Manufacturing Director,3,Married,5321,No,10,8
1420,42,Travel_Rarely,Research & Development,18,Life Sciences,Male,Research Scientist,1,Divorced,5410,Yes,9,4
1421,41,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,4,Married,2782,No,12,5
1422,47,Non-Travel,Research & Development,1,Medical,Female,Research Director,2,Married,11957,No,14,13
1423,35,Travel_Rarely,Research & Development,11,Medical,Male,Laboratory Technician,3,Married,2660,Yes,5,2
1424,22,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,Single,3375,No,4,3
1425,35,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,Single,5098,No,10,10
1426,33,Travel_Rarely,Research & Development,15,Medical,Female,Healthcare Representative,4,Married,4878,Yes,10,9
1427,32,Travel_Rarely,Research & Development,29,Life Sciences,Female,Laboratory Technician,2,Single,2837,No,6,6
1428,40,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,4,Married,2406,No,8,1
1429,32,Travel_Rarely,Sales,1,Medical,Male,Sales Representative,2,Married,2269,No,3,2
1430,39,Travel_Rarely,Research & Development,24,Life Sciences,Male,Research Scientist,4,Single,4108,No,18,7
1431,38,Travel_Rarely,Research & Development,10,Medical,Female,Research Director,3,Married,13206,No,20,18
1432,32,Travel_Rarely,Sales,1,Marketing,Female,Sales Executive,4,Married,10422,No,14,14
1433,37,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Director,4,Married,13744,Yes,16,16
1434,25,Travel_Rarely,Sales,8,Other,Female,Sales Executive,3,Divorced,4907,Yes,6,5
1435,52,Non-Travel,Sales,29,Life Sciences,Male,Sales Representative,4,Divorced,3482,No,16,9
1436,44,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,4,Single,2436,Yes,6,4
1437,21,Travel_Rarely,Sales,5,Medical,Male,Sales Representative,1,Single,2380,Yes,2,2
1438,39,Non-Travel,Research & Development,9,Life Sciences,Male,Manager,4,Single,19431,No,21,6
1439,23,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,1,Married,1790,No,1,1
1440,36,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,4,Married,7644,No,10,9
1441,36,Travel_Frequently,Research & Development,4,Life Sciences,Female,Manufacturing Director,2,Divorced,5131,No,18,4
1442,56,Non-Travel,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,Divorced,6306,No,13,13
1443,29,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,4,Married,4787,Yes,4,2
1444,42,Travel_Rarely,Research & Development,2,Life Sciences,Male,Manager,3,Married,18880,No,24,22
1445,56,Travel_Rarely,Research & Development,7,Technical Degree,Male,Laboratory Technician,3,Married,2339,No,14,10
1446,41,Travel_Rarely,Research & Development,28,Life Sciences,Female,Manufacturing Director,2,Married,13570,No,21,20
1447,34,Travel_Rarely,Sales,28,Marketing,Female,Sales Executive,3,Married,6712,No,8,8
1448,36,Non-Travel,Sales,15,Marketing,Male,Sales Executive,4,Divorced,5406,No,15,15
1449,41,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,2,Divorced,8938,No,14,5
1450,32,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,1,Single,2439,No,4,4
1451,35,Travel_Rarely,Human Resources,26,Life Sciences,Female,Human Resources,4,Single,8837,Yes,9,9
1452,38,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Executive,4,Married,5343,No,10,10
1453,50,Travel_Frequently,Sales,1,Life Sciences,Male,Sales Executive,3,Divorced,6728,No,12,6
1454,36,Travel_Rarely,Sales,11,Marketing,Female,Sales Executive,4,Married,6652,No,8,6
1455,45,Travel_Rarely,Sales,20,Life Sciences,Female,Sales Executive,3,Single,4850,No,8,5
1456,40,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Scientist,3,Single,2809,No,8,2
1457,35,Travel_Frequently,Research & Development,18,Life Sciences,Male,Healthcare Representative,3,Married,5689,Yes,10,10
1458,40,Travel_Rarely,Research & Development,2,Medical,Female,Research Scientist,3,Married,2001,No,20,5
1459,35,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,4,Married,2977,No,4,4
1460,29,Travel_Rarely,Research & Development,13,Other,Male,Laboratory Technician,2,Married,4025,Yes,10,4
1461,29,Travel_Rarely,Research & Development,28,Medical,Female,Research Scientist,1,Single,3785,No,5,5
1462,50,Travel_Rarely,Sales,28,Marketing,Male,Sales Executive,1,Divorced,10854,Yes,20,3
1463,39,Travel_Rarely,Sales,24,Marketing,Female,Sales Executive,4,Married,12031,No,21,20
1464,31,Non-Travel,Research & Development,5,Medical,Male,Manufacturing Director,1,Single,9936,No,10,9
1465,26,Travel_Rarely,Sales,5,Other,Female,Sales Representative,3,Single,2966,No,5,4
1466,36,Travel_Frequently,Research & Development,23,Medical,Male,Laboratory Technician,4,Married,2571,No,17,5
1467,39,Travel_Rarely,Research & Development,6,Medical,Male,Healthcare Representative,1,Married,9991,No,9,7
1468,27,Travel_Rarely,Research & Development,4,Life Sciences,Male,Manufacturing Director,2,Married,6142,Yes,6,6
1469,49,Travel_Frequently,Sales,2,Medical,Male,Sales Executive,2,Married,5390,No,17,9
1470,34,Travel_Rarely,Research & Development,8,Medical,Male,Laboratory Technician,3,Married,4404,No,6,4
